31,A4,189265,B1,9,C0,D0,E0,F0,G1,0,0,40,H0,SMALL
42,A2,124692,B1,9,C1,D2,E1,F0,G0,0,0,40,H0,SMALL
24,A2,432376,B0,13,C0,D5,E5,F0,G0,0,0,40,H0,SMALL
38,A2,65324,B10,15,C1,D3,E1,F0,G0,0,0,40,H0,LARGE
56,A1,335605,B1,9,C1,D4,E1,F0,G0,0,1887,50,H10,LARGE
28,A2,377869,B5,10,C1,D5,E2,F0,G1,4064,0,25,H0,SMALL
36,A2,102864,B1,9,C0,D9,E3,F0,G1,0,0,40,H0,SMALL
53,A2,95647,B4,5,C1,D2,E1,F0,G0,0,0,50,H0,SMALL
56,A6,303090,B5,10,C1,D5,E1,F0,G0,0,0,50,H0,SMALL
49,A4,197371,B7,11,C1,D6,E1,F1,G0,0,0,40,H0,LARGE
55,A2,247552,B5,10,C1,D5,E1,F0,G0,0,0,56,H0,SMALL
22,A2,102632,B1,9,C0,D6,E0,F0,G0,0,0,41,H0,SMALL
21,A2,199915,B5,10,C0,D4,E3,F0,G1,0,0,40,H0,SMALL
40,A2,118853,B0,13,C1,D1,E1,F0,G0,0,0,60,H0,SMALL
30,A2,77143,B0,13,C0,D1,E3,F1,G0,0,0,40,H11,SMALL
29,A0,267989,B0,13,C1,D3,E1,F0,G0,0,0,50,H0,LARGE
19,A2,301606,B5,10,C0,D4,E3,F1,G0,0,0,35,H0,SMALL
47,A2,287828,B0,13,C1,D1,E2,F0,G1,0,0,40,H0,LARGE
20,A2,111697,B5,10,C0,D0,E3,F0,G1,0,1719,28,H0,SMALL
31,A2,114937,B6,12,C1,D0,E1,F0,G0,0,0,40,H0,LARGE
35,?,129305,B1,9,C1,?,E1,F0,G0,0,0,40,H0,SMALL
39,A2,365739,B5,10,C2,D6,E0,F0,G0,0,0,40,H0,SMALL
28,A2,69621,B6,12,C0,D5,E0,F0,G1,0,0,60,H0,SMALL
24,A2,43323,B1,9,C0,D4,E0,F0,G1,0,1762,40,H0,SMALL
38,A1,120985,B1,9,C1,D6,E1,F0,G0,4386,0,35,H0,SMALL
37,A2,254202,B0,13,C1,D5,E1,F0,G0,0,0,50,H0,SMALL
46,A2,146195,B6,12,C2,D10,E0,F1,G1,0,0,36,H0,SMALL
38,A3,125933,B3,14,C1,D3,E1,F0,G0,0,0,40,H12,LARGE
43,A1,56920,B1,9,C1,D6,E1,F0,G0,0,0,60,H0,SMALL
27,A2,163127,B7,11,C1,D0,E2,F0,G1,0,0,35,H0,SMALL
20,A2,34310,B5,10,C0,D5,E3,F0,G0,0,0,20,H0,SMALL
49,A2,81973,B5,10,C1,D6,E1,F2,G0,0,0,40,H0,LARGE
61,A6,66614,B1,9,C1,D6,E1,F0,G0,0,0,40,H0,SMALL
27,A2,232782,B5,10,C0,D5,E3,F0,G1,0,0,40,H0,SMALL
19,A2,316868,B5,10,C0,D4,E3,F0,G0,0,0,30,H5,SMALL
45,A2,196584,B7,11,C0,D3,E0,F0,G1,0,1564,40,H0,LARGE
70,A2,105376,B5,10,C0,D10,E5,F0,G0,0,0,40,H0,SMALL
31,A2,185814,B1,9,C0,D7,E4,F1,G1,0,0,30,H0,SMALL
22,A2,175374,B5,10,C1,D4,E1,F0,G0,0,0,24,H0,SMALL
36,A2,108293,B1,9,C6,D4,E4,F0,G1,0,0,24,H0,SMALL
64,A2,181232,B2,7,C1,D6,E1,F0,G0,0,2179,40,H0,SMALL
43,?,174662,B5,10,C2,?,E0,F0,G1,0,0,40,H0,SMALL
47,A4,186009,B5,10,C2,D0,E4,F0,G1,0,0,38,H5,SMALL
34,A2,198183,B1,9,C0,D0,E0,F0,G1,0,0,40,H0,SMALL
33,A2,163003,B0,13,C0,D1,E5,F2,G1,0,0,40,H13,SMALL
21,A2,296158,B1,9,C0,D6,E3,F0,G0,0,0,35,H0,SMALL
52,?,252903,B1,9,C2,?,E0,F0,G0,0,0,45,H0,LARGE
48,A2,187715,B1,9,C1,D6,E1,F0,G0,0,0,46,H0,SMALL
23,A2,214542,B0,13,C0,D2,E0,F0,G0,0,0,40,H0,SMALL
71,A1,494223,B5,10,C4,D5,E4,F1,G0,0,1816,2,H0,SMALL
29,A2,191535,B1,9,C2,D6,E0,F0,G0,0,0,60,H0,SMALL
42,A2,228456,B0,13,C4,D4,E5,F1,G0,0,0,50,H0,SMALL
68,?,38317,B13,2,C2,?,E0,F0,G1,0,0,20,H0,SMALL
25,A2,252752,B1,9,C0,D4,E4,F0,G1,0,0,40,H0,SMALL
44,A6,78374,B3,14,C2,D1,E4,F2,G1,0,0,40,H0,SMALL
28,A2,88419,B1,9,C0,D1,E0,F2,G1,0,0,40,H9,SMALL
45,A1,201080,B3,14,C1,D5,E1,F0,G0,0,0,40,H0,LARGE
36,A2,207157,B5,10,C2,D4,E4,F0,G1,0,0,40,H5,SMALL
39,A3,235485,B6,12,C0,D1,E0,F0,G0,0,0,42,H0,SMALL
46,A0,102628,B3,14,C6,D12,E4,F0,G0,0,0,40,H0,SMALL
18,A2,25828,B2,7,C0,D2,E3,F0,G0,0,0,16,H0,SMALL
66,A4,54826,B7,11,C6,D3,E0,F0,G1,0,0,20,H0,SMALL
27,A2,124953,B1,9,C0,D4,E0,F0,G0,0,1980,40,H0,SMALL
28,A0,175325,B1,9,C1,D12,E1,F0,G0,0,0,40,H0,SMALL
51,A2,96062,B5,10,C1,D5,E1,F0,G0,0,1977,40,H0,LARGE
27,A2,428030,B0,13,C0,D6,E0,F0,G0,0,0,50,H0,SMALL
28,A0,149624,B0,13,C1,D3,E1,F0,G0,0,0,40,H0,LARGE
27,A2,253814,B1,9,C3,D5,E4,F0,G1,0,0,25,H0,SMALL
21,A2,312956,B1,9,C0,D6,E3,F1,G0,0,0,40,H0,SMALL
34,A2,483777,B1,9,C0,D2,E0,F1,G0,0,0,40,H0,SMALL
18,A2,183930,B1,9,C0,D4,E3,F0,G0,0,0,12,H0,SMALL
33,A2,37274,B0,13,C1,D3,E1,F0,G0,0,0,65,H0,SMALL
44,A4,181344,B5,10,C1,D1,E1,F1,G0,0,0,38,H0,LARGE
43,A2,114580,B5,10,C2,D0,E0,F0,G1,0,0,40,H0,SMALL
30,A2,633742,B5,10,C0,D6,E0,F1,G0,0,0,45,H0,SMALL
40,A2,286370,B8,4,C1,D9,E1,F0,G0,0,0,40,H5,LARGE
37,A3,29054,B5,10,C1,D0,E1,F0,G0,0,0,42,H0,LARGE
34,A2,304030,B1,9,C1,D0,E1,F1,G0,0,0,40,H0,SMALL
41,A1,143129,B0,13,C2,D1,E0,F0,G1,0,0,40,H0,SMALL
53,?,135105,B0,13,C2,?,E0,F0,G1,0,0,50,H0,SMALL
31,A2,99928,B3,14,C1,D3,E2,F0,G1,0,0,50,H0,SMALL
58,A0,109567,B9,16,C1,D3,E1,F0,G0,0,0,1,H0,LARGE
38,A2,155222,B5,10,C2,D9,E0,F1,G1,0,0,28,H0,SMALL
24,A2,159567,B5,10,C1,D9,E1,F0,G0,0,0,40,H0,SMALL
41,A4,523910,B0,13,C1,D6,E1,F1,G0,0,0,40,H0,SMALL
47,A2,120939,B5,10,C1,D10,E1,F0,G0,0,0,45,H0,SMALL
41,A3,130760,B0,13,C1,D10,E1,F0,G0,0,0,24,H0,SMALL
23,A2,197387,B11,3,C1,D7,E5,F0,G0,0,0,40,H5,SMALL
36,A2,99374,B5,10,C2,D6,E0,F0,G0,0,0,40,H0,SMALL
40,A3,56795,B3,14,C0,D1,E0,F0,G1,14084,0,55,H0,LARGE
35,A2,138992,B3,14,C1,D3,E5,F0,G0,7298,0,40,H0,LARGE
24,A1,32921,B1,9,C0,D5,E0,F0,G0,0,0,40,H0,SMALL
26,A2,397317,B3,14,C0,D3,E0,F0,G1,0,1876,40,H0,SMALL
19,?,170653,B1,9,C0,?,E3,F0,G0,0,0,40,H14,SMALL
51,A2,259323,B0,13,C1,D1,E1,F0,G0,0,0,50,H0,LARGE
42,A4,254817,B5,10,C0,D3,E0,F0,G1,0,1340,40,H0,SMALL
37,A0,48211,B1,9,C2,D0,E4,F0,G1,0,0,35,H0,SMALL
18,A2,140164,B2,7,C0,D5,E3,F0,G1,0,0,40,H0,SMALL
36,A2,128757,B0,13,C1,D4,E1,F1,G0,7298,0,36,H0,LARGE
35,A2,36270,B1,9,C2,D6,E0,F0,G0,0,0,60,H0,SMALL
58,A6,210563,B1,9,C1,D5,E2,F0,G1,15024,0,35,H0,LARGE
17,A2,65368,B2,7,C0,D5,E3,F0,G1,0,0,12,H0,SMALL
44,A4,160943,B1,9,C1,D7,E1,F1,G0,0,0,40,H0,SMALL
37,A2,208358,B1,9,C1,D6,E1,F0,G0,0,0,40,H0,LARGE
35,A2,153790,B5,10,C0,D5,E0,F3,G1,0,0,40,H0,SMALL
60,A2,85815,B1,9,C1,D6,E1,F2,G0,0,0,40,H0,SMALL
54,A6,125417,B8,4,C1,D9,E1,F0,G0,0,0,40,H0,LARGE
37,A2,635913,B0,13,C0,D1,E0,F1,G0,0,0,60,H0,LARGE
50,A2,313321,B6,12,C2,D5,E0,F0,G1,0,0,40,H0,SMALL
38,A2,182609,B0,13,C1,D5,E1,F0,G0,0,0,50,H15,SMALL
45,A2,109434,B0,13,C1,D3,E1,F0,G0,0,0,55,H0,SMALL
25,A2,255004,B12,6,C0,D6,E0,F0,G0,0,0,40,H0,SMALL
31,A2,197860,B5,10,C1,D2,E1,F0,G0,0,0,40,H0,SMALL
64,?,187656,B13,2,C2,?,E0,F0,G0,0,0,40,H0,SMALL
90,A2,51744,B1,9,C0,D4,E0,F1,G0,0,2206,40,H0,SMALL
54,A2,176681,B1,9,C1,D0,E1,F1,G0,0,0,20,H0,SMALL
53,A4,140359,B14,1,C0,D9,E0,F0,G1,0,0,35,H0,SMALL
18,A2,243313,B1,9,C0,D5,E3,F0,G1,0,0,40,H0,SMALL
60,?,24215,B12,6,C2,?,E0,F3,G1,0,0,10,H0,SMALL
66,A1,167687,B1,9,C1,D8,E1,F0,G0,1409,0,50,H0,SMALL
75,A2,314209,B7,11,C6,D0,E0,F0,G1,0,0,20,H16,SMALL
65,A2,176796,B1,9,C2,D0,E0,F0,G1,0,0,40,H0,SMALL
35,A2,538583,B2,7,C4,D7,E0,F1,G0,3674,0,40,H0,SMALL
41,A2,130408,B1,9,C2,D5,E4,F1,G1,0,0,38,H0,SMALL
25,A2,159732,B5,10,C0,D0,E0,F0,G0,0,0,42,H0,SMALL
33,A2,110978,B5,10,C2,D6,E5,F4,G1,0,0,40,H0,SMALL
28,A2,76714,B10,15,C0,D3,E0,F0,G0,0,0,55,H0,LARGE
59,A0,268700,B1,9,C1,D4,E1,F0,G0,0,0,40,H0,SMALL
40,A0,170525,B5,10,C0,D0,E0,F0,G1,0,0,38,H0,SMALL
41,A2,180138,B0,13,C1,D1,E1,F0,G0,0,0,50,H12,LARGE
38,A4,115076,B3,14,C1,D1,E1,F0,G0,0,0,70,H0,LARGE
23,A2,115458,B1,9,C0,D7,E3,F0,G0,0,0,40,H0,SMALL
40,A2,347890,B0,13,C1,D3,E1,F0,G0,0,0,40,H0,LARGE
41,A1,196001,B1,9,C1,D4,E2,F0,G1,0,0,20,H0,SMALL
24,A0,273905,B6,12,C1,D12,E1,F0,G0,0,0,50,H0,SMALL
20,?,119156,B5,10,C0,?,E3,F0,G0,0,0,20,H0,SMALL
38,A2,179488,B5,10,C2,D6,E0,F0,G0,0,1741,40,H0,SMALL
56,A2,203580,B1,9,C1,D0,E1,F0,G0,0,0,35,?,SMALL
58,A2,236596,B1,9,C1,D0,E1,F0,G0,0,0,45,H0,LARGE
32,A2,183916,B1,9,C0,D4,E0,F0,G1,0,0,34,H0,SMALL
40,A2,207578,B6,12,C1,D10,E1,F0,G0,0,1977,60,H0,LARGE
45,A2,153141,B1,9,C1,D0,E1,F0,G0,0,0,40,?,SMALL
41,A2,112763,B10,15,C1,D3,E2,F0,G1,0,0,40,H0,LARGE
42,A2,390781,B0,13,C1,D0,E2,F1,G1,0,0,40,H0,SMALL
59,A4,171328,B12,6,C6,D4,E4,F1,G1,0,0,30,H0,SMALL
19,A4,27382,B5,10,C0,D0,E3,F0,G0,0,0,40,H0,SMALL
58,A2,259014,B5,10,C0,D7,E0,F0,G0,0,0,20,H0,SMALL
42,A1,303044,B1,9,C1,D8,E1,F2,G0,0,0,40,H17,LARGE
20,A2,117789,B1,9,C0,D4,E3,F0,G1,0,0,40,H0,SMALL
32,A2,172579,B1,9,C4,D4,E0,F0,G1,0,0,30,H0,SMALL
45,A2,187666,B7,11,C6,D1,E0,F0,G1,0,0,45,H0,SMALL
50,A2,204518,B8,4,C2,D6,E0,F0,G0,0,0,40,H0,SMALL
36,A2,150042,B0,13,C2,D3,E3,F0,G1,0,0,40,H0,SMALL
45,A2,98092,B1,9,C1,D5,E1,F0,G0,0,0,60,H0,SMALL
17,A2,245918,B2,7,C0,D4,E3,F0,G0,0,0,12,H0,SMALL
59,A2,146013,B5,10,C1,D5,E1,F0,G0,4064,0,40,H0,SMALL
26,A2,378322,B2,7,C1,D6,E1,F0,G0,0,0,40,H0,SMALL
37,A6,257295,B5,10,C1,D1,E1,F2,G0,0,0,75,H18,LARGE
19,?,218956,B5,10,C0,?,E3,F0,G0,0,0,24,H10,SMALL
64,A2,21174,B1,9,C1,D1,E1,F0,G0,0,0,40,H0,LARGE
33,A2,185480,B0,13,C0,D3,E0,F0,G1,0,0,45,H0,SMALL
33,A2,222205,B1,9,C1,D6,E2,F0,G1,0,0,40,H0,LARGE
61,A2,69867,B1,9,C1,D1,E1,F0,G0,0,0,40,H0,LARGE
17,A2,191260,B4,5,C0,D4,E3,F0,G0,1055,0,24,H0,SMALL
50,A1,30653,B3,14,C1,D8,E1,F0,G0,2407,0,98,H0,SMALL
27,A4,209109,B3,14,C0,D3,E3,F0,G0,0,0,35,H0,SMALL
30,A2,70377,B1,9,C2,D3,E3,F0,G1,0,0,40,H0,SMALL
43,A2,477983,B1,9,C1,D2,E1,F1,G0,0,0,40,H0,SMALL
44,A2,170924,B5,10,C1,D6,E1,F0,G0,7298,0,40,H0,LARGE
35,A2,190174,B5,10,C0,D1,E0,F0,G1,0,0,40,H0,SMALL
25,A2,193787,B5,10,C0,D10,E3,F0,G1,0,0,40,H0,SMALL
24,A2,279472,B5,10,C1,D9,E2,F0,G1,7298,0,48,H0,LARGE
22,A2,34918,B0,13,C0,D3,E0,F0,G1,0,0,15,H11,SMALL
42,A4,97688,B5,10,C1,D6,E1,F0,G0,5178,0,40,H0,LARGE
34,A2,175413,B6,12,C2,D5,E4,F1,G1,0,0,45,H0,SMALL
60,A2,173960,B0,13,C2,D3,E0,F0,G1,0,0,42,H0,SMALL
21,A2,205759,B1,9,C0,D2,E3,F0,G0,0,0,40,H0,SMALL
57,A3,425161,B3,14,C1,D5,E1,F0,G0,15024,0,40,H0,LARGE
41,A2,220531,B10,15,C1,D3,E1,F0,G0,0,0,60,H0,LARGE
50,A2,176609,B5,10,C2,D4,E0,F0,G0,0,0,45,H0,SMALL
25,A2,371987,B0,13,C0,D1,E0,F0,G1,0,0,40,H0,SMALL
50,A2,193884,B8,4,C1,D6,E1,F0,G0,0,0,40,H19,SMALL
36,A2,200352,B0,13,C1,D3,E1,F0,G0,0,0,45,H0,SMALL
31,A2,127595,B1,9,C2,D3,E0,F0,G1,0,0,40,H0,SMALL
29,A4,220419,B0,13,C0,D12,E0,F0,G0,0,0,56,H0,SMALL
21,A2,231931,B5,10,C0,D5,E3,F0,G0,0,0,45,H0,SMALL
27,A2,248402,B0,13,C0,D10,E4,F1,G1,0,0,40,H0,SMALL
65,A2,111095,B1,9,C1,D7,E1,F0,G0,0,0,16,H0,SMALL
37,A6,57424,B0,13,C2,D5,E0,F0,G1,0,0,60,H0,SMALL
39,?,157443,B3,14,C1,?,E2,F2,G1,3464,0,40,?,SMALL
24,A2,278130,B1,9,C0,D6,E3,F0,G0,0,0,40,H0,SMALL
38,A2,169469,B1,9,C2,D5,E0,F0,G0,0,0,80,H0,SMALL
48,A2,146268,B0,13,C1,D0,E1,F0,G0,7688,0,40,H0,LARGE
21,A2,153718,B5,10,C0,D4,E0,F2,G1,0,0,25,H0,SMALL
31,A2,217460,B1,9,C1,D7,E1,F0,G0,0,0,45,H0,LARGE
55,A2,238638,B1,9,C1,D5,E1,F0,G0,4386,0,40,H0,LARGE
24,A2,303296,B5,10,C1,D0,E2,F2,G1,0,0,40,H20,SMALL
43,A2,173321,B1,9,C2,D0,E0,F0,G1,0,0,40,H0,SMALL
26,A2,193945,B6,12,C0,D10,E0,F0,G0,0,0,45,H0,SMALL
46,A2,83082,B6,12,C0,D3,E0,F0,G1,0,0,33,H0,SMALL
35,A2,193815,B6,12,C1,D0,E1,F0,G0,0,0,40,H0,LARGE
41,A6,34987,B5,10,C1,D8,E1,F0,G0,0,0,54,H0,LARGE
26,A2,59306,B0,13,C0,D5,E0,F0,G0,0,0,40,H0,SMALL
34,A2,142897,B3,14,C1,D1,E1,F2,G0,7298,0,35,H21,LARGE
19,?,860348,B5,10,C0,?,E3,F1,G1,0,0,25,H0,SMALL
36,A1,205607,B0,13,C2,D3,E0,F1,G1,0,0,40,H0,LARGE
22,A2,199698,B5,10,C0,D5,E3,F0,G0,0,0,15,H0,SMALL
24,A2,191954,B5,10,C0,D9,E0,F0,G0,0,0,40,H0,SMALL
77,A1,138714,B5,10,C1,D5,E1,F0,G0,0,0,40,H0,SMALL
22,A2,399087,B11,3,C1,D9,E5,F0,G1,0,0,40,H5,SMALL
29,A2,423158,B5,10,C0,D10,E0,F0,G1,0,0,40,H0,SMALL
62,A2,159841,B1,9,C6,D4,E0,F0,G1,0,0,24,H0,SMALL
39,A1,174308,B1,9,C1,D1,E1,F0,G0,0,0,40,H0,SMALL
43,A2,50356,B5,10,C1,D6,E1,F0,G0,0,1485,50,H0,SMALL
35,A2,186110,B1,9,C2,D7,E0,F0,G0,0,0,45,H0,SMALL
29,A2,200381,B2,7,C0,D1,E0,F0,G1,0,0,40,H0,SMALL
76,A1,174309,B3,14,C1,D6,E1,F0,G0,0,0,10,H0,SMALL
63,A1,78383,B1,9,C1,D8,E1,F0,G0,0,0,45,H0,SMALL
23,?,211601,B7,11,C0,?,E3,F1,G1,0,0,15,H0,SMALL
43,A2,187728,B5,10,C1,D3,E2,F0,G1,0,1887,50,H0,LARGE
58,A1,321171,B1,9,C1,D2,E1,F0,G0,0,0,40,H0,SMALL
66,A2,127921,B1,9,C0,D7,E0,F0,G0,2050,0,55,H0,SMALL
41,A2,206565,B5,10,C0,D6,E0,F1,G0,0,0,45,H0,SMALL
26,A2,224563,B0,13,C0,D0,E0,F0,G0,0,0,40,H0,SMALL
47,A2,178686,B7,11,C0,D4,E0,F0,G0,0,0,40,H0,SMALL
